Last updated:  Fri Nov 20 11:15:22 2015
------------------------------------

mariam's garden, 42.425236, -83.24902
Weston's, 42.425236, -83.24902
Dave's Garden, 42.394586, -83.24422
DAG, 42.394586, -83.24422
Genesis, 42.426786, -83.14969
Burtons' Bed, 42.365337, -83.14254
rottweiler guarded garden, 42.425236, -83.24902
rottweiler guarded garden, 42.425236, -83.24902
BLITZ 'S GLORY, 42.425836, -82.90003
PD's  Garden, 42.427636, -83.19547
Kizzie's garden, 42.396736, -83.14152
Memorial Garden, 42.396736, -83.14152
COMMUNITY GARDEN, 42.375787, -83.10849
dessasure family garden, 42.277738, -83.1552
Cumberland, 42.421936, -83.09981
Mamma's Garden, 42.365337, -83.14254
cumberlandway, 42.421936, -83.09981
Marilyn's Garaden, 42.375787, -83.10849
McKinstry St. Tiny Back Yard Garden, 42.307088, -83.11467
Molly, 42.3149367, -83.0363633
Moss Family, 42.3149367, -83.0363633
Skoczycas, 42.3149367, -83.0363633
Heaven, 42.3149367, -83.0363633
Johnson Family, 42.3149367, -83.0363633
McKissic Family, 42.3149367, -83.0363633
Gillian Family, 42.3149367, -83.0363633
Danny, 42.3149367, -83.0363633
Chris, 42.3149367, -83.0363633
Parks Family, 42.5835951, -82.82934230000001
Mary's Garaden, 42.5835951, -82.82934230000001
Everything, 42.375787, -83.10849
Mel's Food, 42.375787, -83.10849
Green, 42.388786, -83.1918
garden, 42.6064095, -83.1497751
Robin's Garden, 42.6064095, -83.1497751
garden, 42.6064095, -83.1497751
Myra's Garden, 42.426786, -83.14969
Brown Family, 42.331427, -83.0457538
Prosperity, 42.331427, -83.0457538
America, 42.355437, -83.21722
40, 42.331427, -83.0457538
Family Harvest, 42.348937, -83.08994
Angel, 42.375787, -83.10849
Love, 42.426786, -83.14969
love, 42.331427, -83.0457538
Neicey, 42.331427, -83.0457538
espie, 42.331427, -83.0457538
cashmere, 42.331427, -83.0457538
Blessed, 42.331427, -83.0457538
Yes, 42.331427, -83.0457538
Jenkins, 42.331427, -83.0457538
mo media, 42.331427, -83.0457538
garden, 42.331427, -83.0457538
Walker Garden, 42.331427, -83.0457538
Love, 42.331427, -83.0457538
Jordan, 42.426786, -83.14969
Howard, 42.410487, -82.94348
Eden, 42.365337, -83.14254
x, 42.375237, -83.07837
Bolton Family, 42.331427, -83.0457538
Bolton Family, 42.432686, -83.04422
Home Grown Living, 42.331427, -83.0457538
Tyus Family, 42.432686, -83.04422
Al's Garden, 42.432686, -83.04422
rosa, 42.432686, -83.04422
Conway Garden, 42.395904, -82.99632
Veggies For Life, 42.396736, -83.14152
&quot;fourbabies&quot;, 42.368137, -82.99314
rosa, 42.432686, -83.04422
Nichols School Garden of Love, 42.465886, -83.056
Dillard Garden, 42.433703, -82.98068
Carr garden, 42.388786, -83.1918
OGD, 42.395904, -82.99632
The Michigan Urban Farming Initiative, 42.375237, -83.07837
Nahnee's Veggies, 42.433703, -82.98068
Divine Roots, 42.375237, -83.07837
Kat's Best!!, 42.426786, -83.14969
minecraft hunt family garden, 42.427636, -83.19547
Micha's Veggies & Herbs, 42.277738, -83.1552
Washington's, 42.421936, -83.09981
lauras garden, 42.348937, -83.08994
Stovall Flat, 42.348937, -83.08994
Rogers Garden, 42.375787, -83.10849
Nug garden, 42.375787, -83.10849
Devellle, 42.375787, -83.10849
sheri's patch, 42.410037, -83.05826
richton, 42.375787, -83.10849
Diggin' Life Garden, 42.425236, -83.24902
PRAIRIE VIEW GARDENS, 42.426786, -83.14969
Bond, 42.355437, -83.21722
bond, 42.355437, -83.21722
lo's land, 42.410037, -83.05826
God Blessing, 42.355437, -83.21722
Glass, 42.388786, -83.1918
Dee's veggies, 42.426786, -83.14969
Smith Veggie Bar, 42.375787, -83.10849
G & I, 42.365337, -83.14254
Tanya's Inspiration Garden, 42.1742073, -83.1793697
Cair Garden, 42.410487, -82.94348
Love, 42.395904, -82.99632
Wells family, 42.467235, -83.17952
Kourouma Family, 42.395904, -82.99632
Jessica, 42.410487, -82.94348
Pretty, 42.410487, -82.94348
None, 42.388786, -83.1918
None, 42.368137, -82.99314
Mama's Parsdice, 42.368137, -82.99314
4 Brother, 42.355437, -83.21722
Hope, 42.365337, -83.14254
Community Virginia PK, 42.375237, -83.07837
Community Virginia PK, 42.375237, -83.07837
Mine, 42.355437, -83.21722
Mays Yard, 42.375787, -83.10849
Simply Lovely, 42.375237, -83.07837
Lovie, 42.396736, -83.14152
Love, 42.425236, -83.24902
Percy Garden, 42.365337, -83.14254
Shea's, 42.375787, -83.10849
Boyd's Garden, 42.426786, -83.14969
Sage, 42.426786, -83.14969
Spanish, 42.427636, -83.19547
Love, 42.426786, -83.14969
Love, 42.426786, -83.14969
EP's Place, 42.426786, -83.14969
Twin Mom Garden, 42.427636, -83.19547
Natures Beauty, 42.394586, -83.24422
Family, 42.388786, -83.1918
Coco's, 42.427636, -83.19547
Our Family, 42.427636, -83.19547
Kendrick, 42.426786, -83.14969
King, 42.365337, -83.14254
Destiny's Place, 42.433703, -82.98068
LIfe, 42.355437, -83.21722
Auntie NA's, 42.365337, -83.14254
Darrington Garden, 42.355437, -83.21722
INA, 42.425236, -83.24902
Gardner, 42.427636, -83.19547
Granberry, 42.427636, -83.19547
MJ's, 42.375237, -83.07837
Jay's, 42.396736, -83.14152
Crissy's, 42.425236, -83.24902
Z Blessed, 42.426786, -83.14969
Lee, 42.410037, -83.05826
Garden of Love, 42.375787, -83.10849
Beautiful One, 42.425236, -83.24902
Heaven, 42.348937, -83.08994
Cobb, 42.396736, -83.14152
King Veggie, 42.426786, -83.14969
Joy's Garden, 42.375787, -83.10849
Smith Family, 42.375787, -83.10849
My, 42.331821, -83.04888
MEME, 42.355437, -83.21722
green tranquility, 42.410487, -82.94348
mimi's, 42.388786, -83.1918
Love, 42.410487, -82.94348
Elisha, 42.352837, -83.02449
Shannon, 42.425236, -83.24902
Dee Dee joy, 42.355437, -83.21722
Eden, 42.375787, -83.10849
Love, 42.396736, -83.14152
Hernandez Farm, 42.307088, -83.11467
Knott Family, 42.365337, -83.14254
Rencher, 42.427636, -83.19547
Love, 42.425236, -83.24902
Webster Family, 42.375787, -83.10849
Lolly's Edibles, 42.394586, -83.24422
Henrie's, 42.375787, -83.10849
Kuji house, 42.460986, -83.13398
Rosa Parks Community Graden, 42.432686, -83.04422
Home Free, 42.427636, -83.19547
Emmy's Place, 42.427636, -83.19547
Yes, 42.427636, -83.19547
Shannon, 42.425236, -83.24902
The Ellison, 42.375787, -83.10849
The Wilson's Place, 42.432686, -83.04422
Z's Place, 42.388786, -83.1918
Dwyer Home Store, 42.396736, -83.14152
Peace, 42.410487, -82.94348
Wiley, 42.410487, -82.94348
Nannies, 42.396736, -83.14152
Olie's, 42.396736, -83.14152
Mr. Heard's, 42.427636, -83.19547
Wilson's, 42.421936, -83.09981
Yes, 42.425236, -83.24902
Lewis Garden, 42.433703, -82.98068
Jeff Farm, 42.425236, -83.24902
Mom's Garden, 42.425236, -83.24902
Johnson food, 42.375237, -83.07837
Berries House, 42.375787, -83.10849
Gaies, 42.375787, -83.10849
celestial9000, 42.375787, -83.10849
4C, 42.338137, -83.12785
My Small Green Garden, 42.375787, -83.10849
Z, 42.379019, -83.04483
Mark one, 42.388786, -83.1918
Grandma's, 42.375787, -83.10849
Barb's Plot, 42.425236, -83.24902
Rosie's, 42.348937, -83.08994
Help, 42.396736, -83.14152
Cassie's Place, 42.427636, -83.19547
Good Eat's, 42.425236, -83.24902
Lowe's Farm, 42.410037, -83.05826
Eva's Garden, 42.427636, -83.19547
Home Free, 42.427636, -83.19547
Emmy's Place, 42.427636, -83.19547
Cassie's Place, 42.375787, -83.10849
Marie's Plot, 42.427636, -83.19547
Cassie's Place, 42.375787, -83.10849
hickman garden, 42.427636, -83.19547
hickman garden, 42.427636, -83.19547
Donna's Sunny Spot, 42.394586, -83.24422
Star Trek Land, 42.394586, -83.24422
UDM Garden, 42.426786, -83.14969
Westwood Garden, 42.394586, -83.24422
Pearl, 42.394586, -83.24422
Bernard3, 42.394586, -83.24422
CJ's Family Garden, 42.388786, -83.1918
Daniels Den, 42.365337, -83.14254
Uncle Charles', 42.396736, -83.14152
mega grow, 42.396736, -83.14152
Suzanne's Sunshine, 42.425236, -83.24902
Gwen's Place, 42.410487, -82.94348
Eddile Garden, 42.524134, -83.25454
Tellys, 42.609789, -83.04844
Hope, 42.524134, -83.25454
Garden Gyetvey, 42.254788, -83.21027
Hope, 42.609789, -83.04844
Maywood Street Community Garden, 42.395904, -82.99632
Curtis St Garden, 42.425236, -83.24902
Garden of Hope, 42.348937, -83.08994
St Aubin Square, 42.352837, -83.02449
Princess Onakapoma Farms, 42.352837, -83.02449
Earth Spirit, 42.375237, -83.07837
Andy's Garden, 42.426786, -83.14969
Earth Spirit, 42.375237, -83.07837
Ultimate YOU, 42.426786, -83.14969
McNeal Garden, 42.338137, -83.12785
Spencer Family, 42.396736, -83.14152
Wall-Barnes, 42.375787, -83.10849
DTS Adult Education West Campus, 42.427636, -83.19547
Church Garden, 42.375237, -83.07837
The Buddha Garden, 42.425836, -82.90003
La Casa de Jardin, 42.433703, -82.98068
